timestamp,demand_mw,observation_type,source,report_file
2026-08-15T03:00:00+05:30,2718.0,night_minimum,MSLDC Daily System Operations Report,WEBSITE15Aug2026.pdf
2026-08-15T10:00:00+05:30,2747.0,morning_peak,MSLDC Daily System Operations Report,WEBSITE15Aug2026.pdf
2026-08-15T16:00:00+05:30,2724.0,day_peak,MSLDC Daily System Operations Report,WEBSITE15Aug2026.pdf
2026-08-15T20:00:00+05:30,2892.0,evening_peak,MSLDC Daily System Operations Report,WEBSITE15Aug2026.pdf
2026-08-16T03:00:00+05:30,2302.0,night_minimum,MSLDC Daily System Operations Report,WEBSITE16Aug2026.pdf
2026-08-16T10:00:00+05:30,2885.0,morning_peak,MSLDC Daily System Operations Report,WEBSITE16Aug2026.pdf
2026-08-16T16:00:00+05:30,2826.0,day_peak,MSLDC Daily System Operations Report,WEBSITE16Aug2026.pdf
2026-08-16T20:00:00+05:30,2862.0,evening_peak,MSLDC Daily System Operations Report,WEBSITE16Aug2026.pdf
2026-08-17T03:00:00+05:30,2363.0,night_minimum,MSLDC Daily System Operations Report,WEBSITE17Aug2026.pdf
2026-08-17T10:00:00+05:30,3511.0,morning_peak,MSLDC Daily System Operations Report,WEBSITE17Aug2026.pdf
2026-08-17T16:00:00+05:30,3498.0,day_peak,MSLDC Daily System Operations Report,WEBSITE17Aug2026.pdf
2026-08-17T20:00:00+05:30,3360.0,evening_peak,MSLDC Daily System Operations Report,WEBSITE17Aug2026.pdf
2026-08-18T03:00:00+05:30,2416.0,night_minimum,MSLDC Daily System Operations Report,WEBSITE18Aug2026.pdf
2026-08-18T10:00:00+05:30,3732.0,morning_peak,MSLDC Daily System Operations Report,WEBSITE18Aug2026.pdf
2026-08-18T16:00:00+05:30,3570.0,day_peak,MSLDC Daily System Operations Report,WEBSITE18Aug2026.pdf
2026-08-18T20:00:00+05:30,3485.0,evening_peak,MSLDC Daily System Operations Report,WEBSITE18Aug2026.pdf
2026-08-19T03:00:00+05:30,2463.0,night_minimum,MSLDC Daily System Operations Report,WEBSITE19Aug2026.pdf
2026-08-19T10:00:00+05:30,3743.0,morning_peak,MSLDC Daily System Operations Report,WEBSITE19Aug2026.pdf
2026-08-19T16:00:00+05:30,3730.0,day_peak,MSLDC Daily System Operations Report,WEBSITE19Aug2026.pdf
2026-08-19T20:00:00+05:30,3461.0,evening_peak,MSLDC Daily System Operations Report,WEBSITE19Aug2026.pdf
2026-08-20T03:00:00+05:30,2404.0,night_minimum,MSLDC Daily System Operations Report,WEBSITE20Aug2026.pdf
2026-08-20T10:00:00+05:30,3540.0,morning_peak,MSLDC Daily System Operations Report,WEBSITE20Aug2026.pdf
2026-08-20T16:00:00+05:30,3635.0,day_peak,MSLDC Daily System Operations Report,WEBSITE20Aug2026.pdf
2026-08-20T20:00:00+05:30,3509.0,evening_peak,MSLDC Daily System Operations Report,WEBSITE20Aug2026.pdf
2026-08-21T03:00:00+05:30,2431.0,night_minimum,MSLDC Daily System Operations Report,WEBSITE21Aug2026.pdf
2026-08-21T10:00:00+05:30,3590.0,morning_peak,MSLDC Daily System Operations Report,WEBSITE21Aug2026.pdf
2026-08-21T16:00:00+05:30,3716.0,day_peak,MSLDC Daily System Operations Report,WEBSITE21Aug2026.pdf
2026-08-21T20:00:00+05:30,3524.0,evening_peak,MSLDC Daily System Operations Report,WEBSITE21Aug2026.pdf
2026-08-22T03:00:00+05:30,2545.0,night_minimum,MSLDC Daily System Operations Report,WEBSITE22Aug2026.pdf
2026-08-22T10:00:00+05:30,3490.0,morning_peak,MSLDC Daily System Operations Report,WEBSITE22Aug2026.pdf
2026-08-22T16:00:00+05:30,3485.0,day_peak,MSLDC Daily System Operations Report,WEBSITE22Aug2026.pdf
2026-08-22T20:00:00+05:30,3363.0,evening_peak,MSLDC Daily System Operations Report,WEBSITE22Aug2026.pdf
2026-08-23T03:00:00+05:30,2564.0,night_minimum,MSLDC Daily System Operations Report,WEBSITE23Aug2026.pdf
