timestamp,temperature_c,relative_humidity_percent,wind_speed_m_s,solar_irradiance
2024-04-13 00:00:00,23.91,77.49,1.0,0.0
2024-04-13 01:00:00,24.72,73.02,1.29,60.12
2024-04-13 02:00:00,27.17,55.97,0.93,261.15
2024-04-13 03:00:00,30.35,35.31,0.23,489.6
2024-04-13 04:00:00,33.65,22.86,1.35,704.6
2024-04-13 05:00:00,35.83,19.18,2.27,857.72
2024-04-13 06:00:00,37.43,17.14,3.25,950.85
2024-04-13 07:00:00,38.18,16.96,4.08,981.4
2024-04-13 08:00:00,38.19,18.12,4.79,931.75
2024-04-13 09:00:00,37.57,20.22,5.26,789.6
2024-04-13 10:00:00,36.42,23.21,5.48,600.3
2024-04-13 11:00:00,34.77,27.2,5.39,370.75
2024-04-13 12:00:00,32.58,33.18,5.1,137.32
2024-04-13 13:00:00,29.87,44.94,4.54,6.25
2024-04-13 14:00:00,28.19,57.02,3.98,0.0
2024-04-13 15:00:00,27.18,65.21,3.23,0.0
2024-04-13 16:00:00,26.4,71.16,2.47,0.0
2024-04-13 17:00:00,25.7,76.19,1.87,0.0
2024-04-13 18:00:00,25.09,80.51,1.58,0.0
2024-04-13 19:00:00,24.67,83.27,1.22,0.0
2024-04-13 20:00:00,24.4,84.83,0.88,0.0
2024-04-13 21:00:00,24.01,86.44,0.96,0.0
2024-04-13 22:00:00,23.6,87.46,1.1,0.0
2024-04-13 23:00:00,23.26,87.38,1.21,0.0
2024-04-14 00:00:00,23.04,86.13,1.23,0.0
2024-04-14 01:00:00,24.08,78.75,1.29,59.9
2024-04-14 02:00:00,26.68,60.88,1.49,249.77
2024-04-14 03:00:00,30.2,40.45,1.57,474.52
2024-04-14 04:00:00,33.82,26.04,0.94,674.08
2024-04-14 05:00:00,37.04,17.43,0.98,836.97
2024-04-14 06:00:00,38.87,15.75,2.3,946.28
2024-04-14 07:00:00,39.64,16.41,3.46,964.53
2024-04-14 08:00:00,39.63,18.31,4.46,900.22
2024-04-14 09:00:00,38.85,21.32,5.18,772.5
2024-04-14 10:00:00,37.59,25.3,5.58,585.72
2024-04-14 11:00:00,35.9,30.46,5.68,360.35
2024-04-14 12:00:00,33.75,37.85,5.58,132.38
2024-04-14 13:00:00,31.23,49.16,5.24,6.22
2024-04-14 14:00:00,29.71,59.59,4.6,0.0
2024-04-14 15:00:00,28.84,66.1,3.56,0.0
2024-04-14 16:00:00,28.13,70.74,2.44,0.0
2024-04-14 17:00:00,27.47,74.48,1.73,0.0
2024-04-14 18:00:00,26.96,77.3,1.51,0.0
2024-04-14 19:00:00,26.62,79.01,1.32,0.0
2024-04-14 20:00:00,26.4,80.1,1.17,0.0
2024-04-14 21:00:00,26.1,81.55,1.25,0.0
2024-04-14 22:00:00,25.76,83.21,1.44,0.0
2024-04-14 23:00:00,25.46,84.79,1.5,0.0
2024-04-15 00:00:00,25.27,85.78,1.43,0.0
2024-04-15 01:00:00,26.4,79.69,1.71,63.53
2024-04-15 02:00:00,29.23,63.34,2.73,254.68
2024-04-15 03:00:00,33.04,44.8,3.39,474.45
2024-04-15 04:00:00,36.96,31.05,2.89,682.58
2024-04-15 05:00:00,39.93,23.8,1.47,834.62
2024-04-15 06:00:00,41.85,20.57,0.94,922.22
2024-04-15 07:00:00,42.89,19.82,1.99,913.7
2024-04-15 08:00:00,43.01,20.46,3.1,877.42
2024-04-15 09:00:00,42.32,22.16,4.11,719.78
2024-04-15 10:00:00,41.09,24.77,5.25,534.15
2024-04-15 11:00:00,39.27,28.43,6.35,308.88
2024-04-15 12:00:00,36.88,33.87,6.87,106.82
2024-04-15 13:00:00,34.23,41.89,6.23,5.5
2024-04-15 14:00:00,32.45,49.8,4.81,0.0
2024-04-15 15:00:00,31.56,53.75,3.49,0.0
2024-04-15 16:00:00,31.1,55.3,2.69,0.0
2024-04-15 17:00:00,30.97,55.19,2.5,0.0
2024-04-15 18:00:00,30.85,54.89,2.36,0.0
2024-04-15 19:00:00,30.69,54.55,2.33,0.0
2024-04-15 20:00:00,30.54,54.28,2.64,0.0
2024-04-15 21:00:00,30.43,53.51,3.04,0.0
2024-04-15 22:00:00,30.36,51.39,3.13,0.0
2024-04-15 23:00:00,30.26,48.31,3.16,0.0
2024-04-16 00:00:00,30.17,45.69,3.37,0.0
2024-04-16 01:00:00,31.48,41.19,4.47,53.1
2024-04-16 02:00:00,34.08,34.66,6.58,200.98
2024-04-16 03:00:00,36.54,29.7,7.44,377.45
2024-04-16 04:00:00,38.77,26.45,6.63,590.65
2024-04-16 05:00:00,40.77,23.58,5.27,785.05
2024-04-16 06:00:00,42.17,21.43,3.88,894.88
2024-04-16 07:00:00,43.06,19.97,3.16,868.85
2024-04-16 08:00:00,43.22,19.6,3.46,806.97
2024-04-16 09:00:00,42.87,19.91,4.0,678.92
2024-04-16 10:00:00,42.42,20.28,4.49,499.52
2024-04-16 11:00:00,41.34,21.3,4.99,292.67
2024-04-16 12:00:00,40.08,22.59,5.05,100.72
2024-04-16 13:00:00,38.33,24.74,4.37,5.68
2024-04-16 14:00:00,37.18,26.35,4.2,0.0
2024-04-16 15:00:00,36.15,27.81,3.7,0.0
2024-04-16 16:00:00,35.21,28.96,3.03,0.0
2024-04-16 17:00:00,34.46,29.75,2.51,0.0
2024-04-16 18:00:00,33.9,30.33,2.29,0.0
2024-04-16 19:00:00,33.37,31.13,2.27,0.0
2024-04-16 20:00:00,32.79,32.75,2.52,0.0
2024-04-16 21:00:00,32.06,35.97,3.04,0.0
2024-04-16 22:00:00,31.28,40.5,3.04,0.0
2024-04-16 23:00:00,30.52,43.82,2.58,0.0
2024-04-17 00:00:00,30.01,44.32,2.3,0.0
2024-04-17 01:00:00,30.91,39.93,2.56,58.67
2024-04-17 02:00:00,33.6,31.81,2.79,216.45
2024-04-17 03:00:00,37.47,23.01,2.61,399.4
2024-04-17 04:00:00,40.15,18.66,1.33,600.62
2024-04-17 05:00:00,41.91,16.88,0.33,778.0
2024-04-17 06:00:00,43.06,16.86,1.85,811.58
2024-04-17 07:00:00,43.41,17.85,3.29,767.62
2024-04-17 08:00:00,43.02,19.41,4.6,759.12
2024-04-17 09:00:00,42.05,21.48,5.39,635.15
2024-04-17 10:00:00,40.72,23.8,5.88,470.8
2024-04-17 11:00:00,39.1,26.32,6.06,253.3
2024-04-17 12:00:00,37.1,29.88,5.75,85.8
2024-04-17 13:00:00,34.71,36.66,4.65,4.95
2024-04-17 14:00:00,32.81,46.27,3.32,0.0
2024-04-17 15:00:00,31.62,53.91,2.31,0.0
2024-04-17 16:00:00,30.74,61.02,1.84,0.0
2024-04-17 17:00:00,30.03,67.39,1.85,0.0
2024-04-17 18:00:00,29.41,73.08,1.77,0.0
2024-04-17 19:00:00,28.91,77.83,1.63,0.0
2024-04-17 20:00:00,28.51,81.23,1.47,0.0
2024-04-17 21:00:00,28.16,83.16,1.25,0.0
2024-04-17 22:00:00,27.94,83.77,0.93,0.0
2024-04-17 23:00:00,27.76,83.92,0.71,0.0
2024-04-18 00:00:00,27.47,84.48,0.63,0.0
2024-04-18 01:00:00,28.11,80.07,0.69,59.6
2024-04-18 02:00:00,31.02,52.39,0.83,221.27
2024-04-18 03:00:00,34.51,35.74,2.52,420.5
2024-04-18 04:00:00,37.4,28.68,3.54,615.9
2024-04-18 05:00:00,39.67,24.47,3.57,771.5
2024-04-18 06:00:00,41.16,22.38,3.38,879.22
2024-04-18 07:00:00,41.84,21.92,3.68,891.35
2024-04-18 08:00:00,41.72,22.79,4.41,847.67
2024-04-18 09:00:00,41.04,24.52,4.87,712.4
2024-04-18 10:00:00,39.87,26.99,5.08,531.75
2024-04-18 11:00:00,38.49,30.02,5.01,315.98
2024-04-18 12:00:00,36.89,33.69,4.73,110.72
2024-04-18 13:00:00,34.78,39.94,4.46,5.97
2024-04-18 14:00:00,33.17,46.41,4.12,0.0
2024-04-18 15:00:00,32.28,49.69,3.77,0.0
2024-04-18 16:00:00,31.63,52.87,3.54,0.0
2024-04-18 17:00:00,31.03,56.87,3.47,0.0
2024-04-18 18:00:00,30.44,60.75,3.52,0.0
2024-04-18 19:00:00,29.91,63.72,3.57,0.0
2024-04-18 20:00:00,29.45,66.35,3.51,0.0
2024-04-18 21:00:00,29.06,68.93,3.05,0.0
2024-04-18 22:00:00,28.73,71.05,2.2,0.0
2024-04-18 23:00:00,28.41,72.79,1.33,0.0
2024-04-19 00:00:00,28.13,73.88,1.05,0.0
2024-04-19 01:00:00,28.71,70.91,0.85,61.38
2024-04-19 02:00:00,30.79,57.17,0.89,229.9
2024-04-19 03:00:00,34.1,40.71,1.87,427.9
2024-04-19 04:00:00,36.71,32.44,2.64,637.28
2024-04-19 05:00:00,38.26,28.97,3.27,779.9
2024-04-19 06:00:00,39.27,27.3,3.96,866.78
2024-04-19 07:00:00,39.78,26.78,4.63,899.6
2024-04-19 08:00:00,39.7,27.19,5.18,824.72
2024-04-19 09:00:00,39.19,28.19,5.78,692.1
2024-04-19 10:00:00,38.35,29.48,6.2,508.92
2024-04-19 11:00:00,37.06,31.6,6.39,264.15
2024-04-19 12:00:00,35.23,35.25,6.48,91.6
2024-04-19 13:00:00,32.98,42.11,6.12,5.15
2024-04-19 14:00:00,31.31,50.58,5.32,0.0
2024-04-19 15:00:00,30.36,57.24,4.46,0.0
2024-04-19 16:00:00,29.77,62.77,3.65,0.0
2024-04-19 17:00:00,29.32,67.42,3.03,0.0
2024-04-19 18:00:00,28.96,70.68,2.55,0.0
2024-04-19 19:00:00,28.66,72.82,2.1,0.0
2024-04-19 20:00:00,28.39,74.34,1.57,0.0
2024-04-19 21:00:00,28.2,74.73,1.2,0.0
2024-04-19 22:00:00,28.04,74.64,0.98,0.0
2024-04-19 23:00:00,28.02,74.1,1.08,0.0
2024-04-20 00:00:00,28.0,73.82,1.23,0.0
2024-04-20 01:00:00,28.56,70.71,2.05,59.78
2024-04-20 02:00:00,29.89,61.5,3.14,232.57
2024-04-20 03:00:00,31.78,49.44,3.85,441.25
2024-04-20 04:00:00,34.2,38.46,3.85,637.62
2024-04-20 05:00:00,36.77,30.81,3.35,787.6
2024-04-20 06:00:00,38.83,26.16,2.8,874.15
2024-04-20 07:00:00,40.14,24.33,3.05,873.7
2024-04-20 08:00:00,40.53,24.36,4.2,651.33
2024-04-20 09:00:00,39.99,25.45,5.31,672.83
2024-04-20 10:00:00,38.54,27.79,6.31,497.75
2024-04-20 11:00:00,36.6,31.07,6.9,287.0
2024-04-20 12:00:00,34.3,35.6,6.85,100.07
2024-04-20 13:00:00,32.15,41.28,5.68,5.55
2024-04-20 14:00:00,30.82,46.32,4.28,0.0
2024-04-20 15:00:00,30.13,49.87,3.04,0.0
2024-04-20 16:00:00,29.7,52.99,2.2,0.0
2024-04-20 17:00:00,29.28,56.39,2.0,0.0
2024-04-20 18:00:00,28.84,60.46,1.87,0.0
2024-04-20 19:00:00,28.34,64.79,1.69,0.0
2024-04-20 20:00:00,27.77,69.19,1.69,0.0
2024-04-20 21:00:00,27.26,73.38,2.0,0.0
2024-04-20 22:00:00,27.03,75.97,2.29,0.0
2024-04-20 23:00:00,26.9,77.43,2.46,0.0
2024-04-21 00:00:00,26.63,79.04,2.3,0.0
2024-04-21 01:00:00,27.35,75.25,3.2,63.75
2024-04-21 02:00:00,29.33,61.7,3.86,236.02
2024-04-21 03:00:00,32.11,45.27,4.07,442.8
2024-04-21 04:00:00,34.12,36.51,3.71,640.85
2024-04-21 05:00:00,35.34,32.7,3.68,785.67
2024-04-21 06:00:00,37.04,29.17,4.43,853.25
2024-04-21 07:00:00,38.13,26.74,5.04,657.95
2024-04-21 08:00:00,38.4,25.86,5.68,754.55
2024-04-21 09:00:00,37.99,26.16,6.19,631.9
2024-04-21 10:00:00,37.18,27.3,6.36,459.45
2024-04-21 11:00:00,35.89,29.4,6.41,252.73
2024-04-21 12:00:00,33.96,33.08,6.45,92.5
2024-04-21 13:00:00,31.76,39.14,5.89,5.57
2024-04-21 14:00:00,30.39,44.96,4.88,0.0
2024-04-21 15:00:00,29.64,49.65,3.67,0.0
2024-04-21 16:00:00,29.19,53.62,2.42,0.0
2024-04-21 17:00:00,28.84,57.27,1.48,0.0
2024-04-21 18:00:00,28.44,61.2,1.1,0.0
2024-04-21 19:00:00,28.07,64.91,1.05,0.0
2024-04-21 20:00:00,27.69,68.54,1.07,0.0
2024-04-21 21:00:00,27.31,71.88,1.25,0.0
2024-04-21 22:00:00,26.99,74.91,1.61,0.0
2024-04-21 23:00:00,26.76,77.71,1.98,0.0
2024-04-22 00:00:00,26.54,80.18,2.29,0.0
2024-04-22 01:00:00,27.29,77.26,3.7,54.83
2024-04-22 02:00:00,29.09,66.44,4.38,200.52
2024-04-22 03:00:00,31.52,52.22,4.05,387.73
2024-04-22 04:00:00,34.06,40.27,3.11,550.97
2024-04-22 05:00:00,36.15,34.09,2.54,682.55
2024-04-22 06:00:00,37.67,30.96,3.21,826.72
2024-04-22 07:00:00,38.51,29.79,4.27,772.05
2024-04-22 08:00:00,38.59,29.81,5.07,791.22
2024-04-22 09:00:00,38.11,30.46,5.43,667.75
2024-04-22 10:00:00,37.23,31.45,5.5,516.45
2024-04-22 11:00:00,35.93,33.32,5.32,307.05
2024-04-22 12:00:00,34.24,35.99,4.97,110.22
2024-04-22 13:00:00,32.26,40.11,4.48,6.43
2024-04-22 14:00:00,30.88,44.44,3.99,0.0
2024-04-22 15:00:00,29.94,47.89,3.47,0.0
2024-04-22 16:00:00,29.05,51.89,2.88,0.0
2024-04-22 17:00:00,28.2,56.37,2.42,0.0
2024-04-22 18:00:00,27.46,61.04,2.28,0.0
2024-04-22 19:00:00,26.82,65.61,2.21,0.0
2024-04-22 20:00:00,26.28,70.0,2.16,0.0
2024-04-22 21:00:00,25.81,73.74,2.08,0.0
2024-04-22 22:00:00,25.48,76.49,1.9,0.0
2024-04-22 23:00:00,25.23,78.47,1.75,0.0
2024-04-23 00:00:00,25.0,80.12,1.71,0.0
2024-04-23 01:00:00,26.43,73.69,2.39,78.4
2024-04-23 02:00:00,28.95,59.62,3.25,277.75
2024-04-23 03:00:00,31.85,44.47,3.21,498.48
2024-04-23 04:00:00,34.55,34.73,2.59,700.62
2024-04-23 05:00:00,36.79,29.49,2.36,850.17
2024-04-23 06:00:00,38.46,26.26,3.14,935.55
2024-04-23 07:00:00,39.32,25.21,4.19,922.4
2024-04-23 08:00:00,39.32,25.91,5.09,889.55
2024-04-23 09:00:00,38.8,27.22,5.49,730.78
2024-04-23 10:00:00,37.64,29.23,5.69,549.0
2024-04-23 11:00:00,36.17,31.9,5.7,331.05
2024-04-23 12:00:00,34.6,34.85,5.45,122.15
2024-04-23 13:00:00,32.56,39.66,4.83,6.9
2024-04-23 14:00:00,31.0,45.14,4.19,0.0
2024-04-23 15:00:00,29.93,50.03,3.51,0.0
2024-04-23 16:00:00,29.02,55.27,2.69,0.0
2024-04-23 17:00:00,28.2,60.6,2.05,0.0
2024-04-23 18:00:00,27.53,65.39,1.79,0.0
2024-04-23 19:00:00,27.0,69.18,1.62,0.0
2024-04-23 20:00:00,26.61,71.83,1.4,0.0
2024-04-23 21:00:00,26.26,74.04,1.24,0.0
2024-04-23 22:00:00,25.94,76.06,1.25,0.0
2024-04-23 23:00:00,25.64,78.08,1.42,0.0
2024-04-24 00:00:00,25.29,80.5,1.66,0.0
2024-04-24 01:00:00,26.46,75.53,2.44,74.88
2024-04-24 02:00:00,28.68,63.07,2.61,261.2
2024-04-24 03:00:00,31.75,47.58,2.01,474.92
2024-04-24 04:00:00,35.21,34.35,1.12,671.8
2024-04-24 05:00:00,37.96,27.51,1.35,821.45
2024-04-24 06:00:00,39.46,25.39,2.62,910.5
2024-04-24 07:00:00,39.91,25.52,4.03,910.78
2024-04-24 08:00:00,39.55,26.93,5.13,891.83
2024-04-24 09:00:00,38.78,28.8,5.68,718.53
2024-04-24 10:00:00,37.67,31.05,5.86,535.67
2024-04-24 11:00:00,36.06,34.54,5.85,321.3
2024-04-24 12:00:00,34.04,39.41,5.62,116.22
2024-04-24 13:00:00,31.65,46.96,5.02,6.5
2024-04-24 14:00:00,30.0,54.28,3.97,0.0
2024-04-24 15:00:00,29.11,58.86,2.81,0.0
2024-04-24 16:00:00,28.55,61.94,1.74,0.0
2024-04-24 17:00:00,28.06,64.82,0.93,0.0
2024-04-24 18:00:00,27.6,67.75,0.75,0.0
2024-04-24 19:00:00,27.19,70.27,0.83,0.0
2024-04-24 20:00:00,26.82,72.66,0.97,0.0
2024-04-24 21:00:00,26.59,74.65,1.07,0.0
2024-04-24 22:00:00,26.51,75.95,1.07,0.0
2024-04-24 23:00:00,26.38,77.34,1.14,0.0
2024-04-25 00:00:00,26.22,78.81,1.28,0.0
2024-04-25 01:00:00,26.91,76.03,1.91,68.85
2024-04-25 02:00:00,28.68,65.98,2.3,217.57
2024-04-25 03:00:00,31.41,50.95,2.38,424.98
2024-04-25 04:00:00,34.63,37.54,1.98,627.1
2024-04-25 05:00:00,37.74,28.25,1.41,806.03
2024-04-25 06:00:00,39.78,24.53,1.64,899.0
2024-04-25 07:00:00,40.83,23.5,2.89,917.17
2024-04-25 08:00:00,40.94,23.81,4.09,852.65
2024-04-25 09:00:00,40.4,25.0,4.67,723.6
2024-04-25 10:00:00,39.45,26.73,5.04,541.05
2024-04-25 11:00:00,37.98,29.37,5.49,317.0
2024-04-25 12:00:00,35.96,33.55,5.77,114.43
2024-04-25 13:00:00,33.36,40.35,5.67,6.82
2024-04-25 14:00:00,31.37,47.38,5.02,0.0
2024-04-25 15:00:00,30.1,53.34,4.11,0.0
2024-04-25 16:00:00,29.45,57.73,3.5,0.0
2024-04-25 17:00:00,29.06,61.48,3.21,0.0
2024-04-25 18:00:00,28.74,64.8,2.99,0.0
2024-04-25 19:00:00,28.41,67.72,2.78,0.0
2024-04-25 20:00:00,28.15,69.9,2.61,0.0
2024-04-25 21:00:00,27.91,71.58,2.5,0.0
2024-04-25 22:00:00,27.7,73.05,2.37,0.0
2024-04-25 23:00:00,27.44,74.92,2.08,0.0
2024-04-26 00:00:00,27.08,77.34,1.84,0.0
2024-04-26 01:00:00,27.84,74.11,2.84,66.05
2024-04-26 02:00:00,29.95,61.89,3.47,225.32
2024-04-26 03:00:00,33.21,45.0,3.68,417.95
2024-04-26 04:00:00,36.22,35.61,3.36,622.55
2024-04-26 05:00:00,38.5,30.4,3.29,784.4
2024-04-26 06:00:00,39.9,27.9,3.69,892.28
2024-04-26 07:00:00,40.55,26.99,4.59,869.35
2024-04-26 08:00:00,40.4,27.48,5.61,813.6
2024-04-26 09:00:00,39.57,28.92,6.2,690.58
2024-04-26 10:00:00,38.65,30.31,6.24,511.8
2024-04-26 11:00:00,37.41,32.39,6.03,301.15
2024-04-26 12:00:00,35.75,35.45,5.66,108.35
2024-04-26 13:00:00,33.67,40.54,5.06,6.68
2024-04-26 14:00:00,32.02,46.23,4.42,0.0
2024-04-26 15:00:00,30.83,51.48,3.64,0.0
2024-04-26 16:00:00,30.03,55.72,2.94,0.0
2024-04-26 17:00:00,29.48,59.27,2.45,0.0
2024-04-26 18:00:00,28.98,62.82,2.04,0.0
2024-04-26 19:00:00,28.5,66.58,1.66,0.0
2024-04-26 20:00:00,28.04,70.29,1.28,0.0
2024-04-26 21:00:00,27.65,73.66,1.21,0.0
2024-04-26 22:00:00,27.33,76.39,1.22,0.0
2024-04-26 23:00:00,26.93,79.52,1.25,0.0
2024-04-27 00:00:00,26.64,82.69,1.22,0.0
2024-04-27 01:00:00,27.66,77.98,1.58,63.45
2024-04-27 02:00:00,30.65,57.11,2.42,205.23
2024-04-27 03:00:00,34.86,37.35,2.86,418.5
2024-04-27 04:00:00,38.23,27.29,2.5,627.8
2024-04-27 05:00:00,40.53,22.4,1.9,789.08
2024-04-27 06:00:00,42.05,20.27,2.0,885.3
2024-04-27 07:00:00,42.89,19.84,2.87,874.45
2024-04-27 08:00:00,43.04,20.3,3.89,823.97
2024-04-27 09:00:00,42.48,21.41,4.86,695.28
2024-04-27 10:00:00,41.39,22.91,5.76,513.95
2024-04-27 11:00:00,39.69,25.38,6.5,301.17
2024-04-27 12:00:00,37.51,29.19,6.92,108.25
2024-04-27 13:00:00,34.85,35.68,6.64,6.85
2024-04-27 14:00:00,32.79,43.51,5.69,0.0
2024-04-27 15:00:00,31.57,49.99,4.47,0.0
2024-04-27 16:00:00,30.71,56.27,3.61,0.0
2024-04-27 17:00:00,30.05,62.02,2.97,0.0
2024-04-27 18:00:00,29.45,67.81,2.44,0.0
2024-04-27 19:00:00,28.88,73.91,2.06,0.0
2024-04-27 20:00:00,28.4,79.57,1.8,0.0
2024-04-27 21:00:00,28.08,83.47,1.52,0.0
2024-04-27 22:00:00,27.84,85.81,1.04,0.0
2024-04-27 23:00:00,27.59,87.3,1.05,0.0
2024-04-28 00:00:00,27.45,87.11,1.41,0.0
2024-04-28 01:00:00,28.42,79.46,2.61,72.88
2024-04-28 02:00:00,31.36,54.09,4.05,232.65
2024-04-28 03:00:00,35.24,33.73,4.84,441.55
2024-04-28 04:00:00,38.85,24.47,4.28,623.85
2024-04-28 05:00:00,41.42,20.83,2.93,762.25
2024-04-28 06:00:00,43.07,18.81,1.94,880.58
2024-04-28 07:00:00,43.96,18.13,2.25,881.1
2024-04-28 08:00:00,44.11,18.37,3.41,837.85
2024-04-28 09:00:00,43.45,19.26,4.72,693.38
2024-04-28 10:00:00,42.23,20.5,5.86,483.9
2024-04-28 11:00:00,40.64,22.12,6.72,270.12
2024-04-28 12:00:00,38.67,24.4,7.05,100.1
2024-04-28 13:00:00,36.22,28.82,6.29,7.07
2024-04-28 14:00:00,34.21,34.61,5.28,0.0
2024-04-28 15:00:00,32.95,38.73,4.3,0.0
2024-04-28 16:00:00,31.89,43.48,3.49,0.0
2024-04-28 17:00:00,30.94,49.95,2.92,0.0
2024-04-28 18:00:00,30.05,57.87,2.6,0.0
2024-04-28 19:00:00,29.29,65.6,2.3,0.0
2024-04-28 20:00:00,28.72,71.58,1.96,0.0
2024-04-28 21:00:00,28.32,74.91,1.61,0.0
2024-04-28 22:00:00,27.97,76.82,1.74,0.0
2024-04-28 23:00:00,27.73,77.05,2.03,0.0
2024-04-29 00:00:00,27.57,75.45,2.29,0.0
2024-04-29 01:00:00,28.99,64.71,3.59,78.0
2024-04-29 02:00:00,31.92,43.92,4.82,242.7
2024-04-29 03:00:00,35.26,28.09,4.9,443.12
2024-04-29 04:00:00,38.31,20.97,4.21,627.88
2024-04-29 05:00:00,40.93,18.02,3.51,793.62
2024-04-29 06:00:00,42.46,16.83,3.49,916.53
2024-04-29 07:00:00,43.21,16.53,4.24,923.72
2024-04-29 08:00:00,43.2,16.77,5.25,884.97
2024-04-29 09:00:00,42.66,17.24,6.24,743.53
2024-04-29 10:00:00,41.58,17.99,7.03,564.0
2024-04-29 11:00:00,40.04,19.18,7.5,347.83
2024-04-29 12:00:00,38.02,21.1,7.59,132.5
2024-04-29 13:00:00,35.33,25.45,6.41,8.23
2024-04-29 14:00:00,33.21,31.76,4.62,0.0
2024-04-29 15:00:00,31.76,38.1,2.98,0.0
2024-04-29 16:00:00,30.56,44.96,1.9,0.0
2024-04-29 17:00:00,29.61,52.16,1.52,0.0
2024-04-29 18:00:00,28.83,59.56,1.26,0.0
2024-04-29 19:00:00,28.17,66.75,1.11,0.0
2024-04-29 20:00:00,27.59,73.31,1.04,0.0
2024-04-29 21:00:00,27.08,78.96,1.0,0.0
2024-04-29 22:00:00,26.75,82.42,0.93,0.0
2024-04-29 23:00:00,26.48,83.67,0.93,0.0
2024-04-30 00:00:00,26.08,83.57,1.21,0.0
2024-04-30 01:00:00,27.39,73.29,1.88,97.25
2024-04-30 02:00:00,30.54,52.46,2.3,297.85
2024-04-30 03:00:00,35.21,29.15,3.39,514.2
2024-04-30 04:00:00,38.51,20.59,3.59,714.62
2024-04-30 05:00:00,40.79,17.23,3.52,865.17
2024-04-30 06:00:00,42.32,15.71,3.99,952.33
2024-04-30 07:00:00,43.06,15.36,4.88,966.2
2024-04-30 08:00:00,43.05,15.61,5.77,894.62
2024-04-30 09:00:00,42.51,15.93,6.35,777.03
2024-04-30 10:00:00,41.51,16.37,6.59,595.55
2024-04-30 11:00:00,40.02,17.26,6.54,372.98
2024-04-30 12:00:00,38.02,19.01,6.18,145.7
2024-04-30 13:00:00,35.22,24.05,4.77,8.88
2024-04-30 14:00:00,32.97,32.79,3.97,0.0
2024-04-30 15:00:00,31.41,42.78,3.66,0.0
2024-04-30 16:00:00,30.11,53.72,3.25,0.0
2024-04-30 17:00:00,29.1,62.94,2.61,0.0
2024-04-30 18:00:00,28.3,70.23,2.08,0.0
2024-04-30 19:00:00,27.73,75.38,1.81,0.0
2024-04-30 20:00:00,27.32,78.6,1.63,0.0
2024-04-30 21:00:00,26.97,80.56,1.43,0.0
2024-04-30 22:00:00,26.69,81.31,1.32,0.0
2024-04-30 23:00:00,26.42,82.13,1.36,0.0
2024-05-01 00:00:00,26.16,83.21,1.39,0.0
2024-05-01 01:00:00,27.52,75.91,1.44,104.25
2024-05-01 02:00:00,30.34,54.23,2.35,319.17
2024-05-01 03:00:00,33.85,31.91,3.14,551.9
2024-05-01 04:00:00,36.56,22.85,3.32,802.35
2024-05-01 05:00:00,38.41,19.12,3.78,903.8
2024-05-01 06:00:00,39.68,17.13,4.4,984.22
2024-05-01 07:00:00,40.28,16.28,5.07,1014.58
2024-05-01 08:00:00,40.2,16.21,5.64,969.4
2024-05-01 09:00:00,39.62,16.71,6.0,821.85
2024-05-01 10:00:00,38.7,17.48,6.12,635.08
2024-05-01 11:00:00,37.31,19.12,5.94,407.58
2024-05-01 12:00:00,35.31,22.42,5.52,167.62
2024-05-01 13:00:00,32.49,30.71,4.12,10.57
2024-05-01 14:00:00,30.2,44.11,2.9,0.0
2024-05-01 15:00:00,28.74,55.19,2.19,0.0
2024-05-01 16:00:00,27.71,64.34,1.95,0.0
2024-05-01 17:00:00,26.98,71.53,1.85,0.0
2024-05-01 18:00:00,26.41,77.34,1.68,0.0
2024-05-01 19:00:00,25.96,81.82,1.45,0.0
2024-05-01 20:00:00,25.57,85.21,1.37,0.0
2024-05-01 21:00:00,25.31,87.56,1.38,0.0
2024-05-01 22:00:00,24.94,90.23,1.21,0.0
2024-05-01 23:00:00,24.75,91.64,1.02,0.0
2024-05-02 00:00:00,24.59,92.26,0.83,0.0
2024-05-02 01:00:00,25.86,84.16,0.56,114.4
2024-05-02 02:00:00,28.85,60.15,1.49,336.23
2024-05-02 03:00:00,32.48,36.52,2.55,567.67
2024-05-02 04:00:00,35.46,25.14,2.56,778.22
2024-05-02 05:00:00,37.72,20.02,2.42,922.7
2024-05-02 06:00:00,39.38,17.09,2.67,1001.7
2024-05-02 07:00:00,40.34,16.18,3.33,1030.57
2024-05-02 08:00:00,40.56,16.4,3.97,957.6
2024-05-02 09:00:00,40.16,17.16,4.55,824.7
2024-05-02 10:00:00,39.15,18.4,5.06,633.88
2024-05-02 11:00:00,37.5,20.63,5.33,403.05
2024-05-02 12:00:00,35.24,24.12,5.36,163.88
2024-05-02 13:00:00,32.28,31.23,4.82,10.65
2024-05-02 14:00:00,30.02,41.83,3.81,0.0
2024-05-02 15:00:00,28.56,50.18,2.55,0.0
2024-05-02 16:00:00,27.45,56.58,2.04,0.0
2024-05-02 17:00:00,26.64,62.18,1.94,0.0
2024-05-02 18:00:00,26.01,67.38,1.83,0.0
2024-05-02 19:00:00,25.61,71.13,1.67,0.0
2024-05-02 20:00:00,25.34,73.66,1.46,0.0
2024-05-02 21:00:00,24.85,77.17,1.42,0.0
2024-05-02 22:00:00,24.41,80.58,1.45,0.0
2024-05-02 23:00:00,24.08,83.5,1.48,0.0
2024-05-03 00:00:00,23.84,85.73,1.44,0.0
