timestamp,temperature_c,relative_humidity_percent,wind_speed_m_s,solar_irradiance
2024-01-01 00:00:00,18.95,74.94,3.18,0.0
2024-01-01 01:00:00,18.83,74.09,3.36,0.0
2024-01-01 02:00:00,20.95,65.46,3.93,80.28
2024-01-01 03:00:00,23.49,55.12,4.43,258.58
2024-01-01 04:00:00,27.13,45.43,3.27,283.77
2024-01-01 05:00:00,30.39,38.07,2.24,452.62
2024-01-01 06:00:00,31.74,35.36,1.5,685.55
2024-01-01 07:00:00,32.48,33.71,0.82,671.65
2024-01-01 08:00:00,32.8,32.88,0.35,609.25
2024-01-01 09:00:00,32.69,32.67,0.84,490.35
2024-01-01 10:00:00,32.0,34.59,1.54,324.8
2024-01-01 11:00:00,30.24,43.55,1.95,141.85
2024-01-01 12:00:00,26.31,62.94,2.61,15.15
2024-01-01 13:00:00,24.55,66.66,3.13,0.0
2024-01-01 14:00:00,23.57,70.87,3.22,0.0
2024-01-01 15:00:00,22.74,74.85,3.14,0.0
2024-01-01 16:00:00,22.0,77.36,3.07,0.0
2024-01-01 17:00:00,21.34,78.1,3.04,0.0
2024-01-01 18:00:00,20.75,77.52,2.99,0.0
2024-01-01 19:00:00,20.22,76.25,2.95,0.0
2024-01-01 20:00:00,19.74,74.98,2.94,0.0
2024-01-01 21:00:00,19.33,74.24,2.95,0.0
2024-01-01 22:00:00,18.98,73.98,2.94,0.0
2024-01-01 23:00:00,18.68,74.14,2.92,0.0
2024-01-02 00:00:00,18.43,74.53,2.91,0.0
2024-01-02 01:00:00,18.17,75.2,2.99,0.0
2024-01-02 02:00:00,20.26,68.07,3.11,72.35
2024-01-02 03:00:00,23.01,54.84,3.69,241.02
2024-01-02 04:00:00,26.83,42.18,2.39,223.8
2024-01-02 05:00:00,29.88,35.84,1.42,577.47
2024-01-02 06:00:00,31.35,34.03,0.69,669.65
2024-01-02 07:00:00,32.17,33.13,0.76,645.53
2024-01-02 08:00:00,32.39,32.98,1.45,589.28
2024-01-02 09:00:00,32.0,33.73,1.99,525.88
2024-01-02 10:00:00,31.13,36.35,2.48,313.55
2024-01-02 11:00:00,29.11,46.33,2.71,135.38
2024-01-02 12:00:00,25.38,62.68,3.06,14.8
2024-01-02 13:00:00,23.76,67.25,3.44,0.0
2024-01-02 14:00:00,22.89,70.37,3.43,0.0
2024-01-02 15:00:00,22.12,72.88,3.27,0.0
2024-01-02 16:00:00,21.39,74.71,3.1,0.0
2024-01-02 17:00:00,20.74,75.51,2.99,0.0
2024-01-02 18:00:00,20.18,75.24,2.95,0.0
2024-01-02 19:00:00,19.7,74.37,2.95,0.0
2024-01-02 20:00:00,19.28,72.97,2.97,0.0
2024-01-02 21:00:00,18.9,71.64,2.97,0.0
2024-01-02 22:00:00,18.55,70.7,2.97,0.0
2024-01-02 23:00:00,18.22,70.45,3.02,0.0
2024-01-03 00:00:00,17.91,70.56,3.13,0.0
2024-01-03 01:00:00,17.7,70.68,3.29,0.0
2024-01-03 02:00:00,19.67,62.94,4.09,66.55
2024-01-03 03:00:00,22.07,55.4,4.67,226.1
2024-01-03 04:00:00,25.78,45.73,3.81,407.05
2024-01-03 05:00:00,29.23,38.21,3.0,470.27
2024-01-03 06:00:00,30.66,37.03,2.33,641.45
2024-01-03 07:00:00,31.49,35.89,1.87,588.53
2024-01-03 08:00:00,31.84,35.2,1.68,600.0
2024-01-03 09:00:00,31.66,35.53,1.88,426.58
2024-01-03 10:00:00,30.83,37.74,2.31,270.23
2024-01-03 11:00:00,28.84,46.98,2.56,112.7
2024-01-03 12:00:00,25.08,61.48,3.1,13.18
2024-01-03 13:00:00,23.42,64.76,3.58,0.0
2024-01-03 14:00:00,22.46,67.71,3.56,0.0
2024-01-03 15:00:00,21.6,70.24,3.42,0.0
2024-01-03 16:00:00,20.83,71.53,3.26,0.0
2024-01-03 17:00:00,20.1,72.3,2.93,0.0
2024-01-03 18:00:00,19.58,71.91,2.71,0.0
2024-01-03 19:00:00,19.19,70.95,2.66,0.0
2024-01-03 20:00:00,18.86,70.08,2.63,0.0
2024-01-03 21:00:00,18.73,68.44,2.43,0.0
2024-01-03 22:00:00,18.8,65.73,2.18,0.0
2024-01-03 23:00:00,18.83,63.57,2.01,0.0
2024-01-04 00:00:00,18.96,61.5,1.78,0.0
2024-01-04 01:00:00,18.81,61.46,1.7,0.0
2024-01-04 02:00:00,19.88,67.28,1.57,64.2
2024-01-04 03:00:00,22.95,46.73,1.31,216.3
2024-01-04 04:00:00,26.25,35.99,0.26,388.23
2024-01-04 05:00:00,28.39,33.3,1.3,551.8
2024-01-04 06:00:00,29.37,32.01,1.99,647.28
2024-01-04 07:00:00,30.0,30.95,2.64,694.1
2024-01-04 08:00:00,30.19,30.7,3.32,671.0
2024-01-04 09:00:00,29.98,30.98,3.73,517.4
2024-01-04 10:00:00,29.13,32.56,3.56,347.02
2024-01-04 11:00:00,27.33,40.0,2.97,156.3
2024-01-04 12:00:00,23.17,60.83,2.98,18.05
2024-01-04 13:00:00,21.34,66.63,3.37,0.0
2024-01-04 14:00:00,20.47,71.14,3.36,0.0
2024-01-04 15:00:00,19.68,75.3,3.24,0.0
2024-01-04 16:00:00,18.92,78.68,3.05,0.0
2024-01-04 17:00:00,18.29,80.47,2.78,0.0
2024-01-04 18:00:00,17.74,81.08,2.63,0.0
2024-01-04 19:00:00,17.11,81.91,2.75,0.0
2024-01-04 20:00:00,16.61,81.84,2.82,0.0
2024-01-04 21:00:00,16.29,80.5,2.67,0.0
2024-01-04 22:00:00,15.98,79.46,2.58,0.0
2024-01-04 23:00:00,15.67,78.74,2.64,0.0
2024-01-05 00:00:00,15.48,77.39,2.68,0.0
2024-01-05 01:00:00,15.5,74.99,2.53,0.0
2024-01-05 02:00:00,17.83,70.25,2.13,70.35
2024-01-05 03:00:00,21.28,48.85,2.04,236.23
2024-01-05 04:00:00,24.47,38.62,1.77,419.6
2024-01-05 05:00:00,26.59,31.18,1.73,546.9
2024-01-05 06:00:00,27.92,27.58,1.7,670.22
2024-01-05 07:00:00,28.81,26.23,1.7,664.05
2024-01-05 08:00:00,29.32,25.91,2.1,656.0
2024-01-05 09:00:00,29.21,27.32,2.74,485.65
2024-01-05 10:00:00,28.45,30.23,3.2,319.3
2024-01-05 11:00:00,26.68,38.81,2.94,139.65
2024-01-05 12:00:00,22.9,58.81,2.82,16.65
2024-01-05 13:00:00,21.32,64.81,3.04,0.0
2024-01-05 14:00:00,20.61,68.55,3.14,0.0
2024-01-05 15:00:00,20.02,71.33,3.17,0.0
2024-01-05 16:00:00,19.41,72.6,3.15,0.0
2024-01-05 17:00:00,18.81,71.6,3.18,0.0
2024-01-05 18:00:00,18.29,69.3,3.27,0.0
2024-01-05 19:00:00,17.82,67.14,3.36,0.0
2024-01-05 20:00:00,17.38,66.02,3.46,0.0
2024-01-05 21:00:00,16.94,66.03,3.61,0.0
2024-01-05 22:00:00,16.57,66.33,3.87,0.0
2024-01-05 23:00:00,16.28,67.25,4.15,0.0
2024-01-06 00:00:00,16.19,68.81,4.44,0.0
2024-01-06 01:00:00,16.18,71.76,4.67,0.0
2024-01-06 02:00:00,17.92,68.96,5.64,58.97
2024-01-06 03:00:00,20.82,63.3,5.17,213.38
2024-01-06 04:00:00,25.29,50.83,4.69,398.17
2024-01-06 05:00:00,28.96,40.0,3.98,589.45
2024-01-06 06:00:00,30.76,36.25,2.86,704.58
2024-01-06 07:00:00,31.75,34.23,1.96,695.0
2024-01-06 08:00:00,32.18,33.07,1.47,536.72
2024-01-06 09:00:00,31.96,33.66,1.6,387.2
2024-01-06 10:00:00,31.05,36.22,2.05,233.45
2024-01-06 11:00:00,29.13,45.24,2.33,107.28
2024-01-06 12:00:00,25.32,61.75,2.9,13.82
2024-01-06 13:00:00,23.55,66.76,3.32,0.0
2024-01-06 14:00:00,22.64,71.46,3.22,0.0
2024-01-06 15:00:00,21.9,75.31,2.96,0.0
2024-01-06 16:00:00,21.31,77.57,2.69,0.0
2024-01-06 17:00:00,20.89,77.98,2.45,0.0
2024-01-06 18:00:00,20.61,77.61,2.31,0.0
2024-01-06 19:00:00,20.26,78.02,2.33,0.0
2024-01-06 20:00:00,19.77,79.57,2.54,0.0
2024-01-06 21:00:00,19.35,80.94,2.84,0.0
2024-01-06 22:00:00,19.09,81.39,3.07,0.0
2024-01-06 23:00:00,18.9,81.66,3.2,0.0
2024-01-07 00:00:00,18.77,81.65,3.35,0.0
2024-01-07 01:00:00,18.75,80.94,3.56,0.0
2024-01-07 02:00:00,20.93,71.03,4.79,69.9
2024-01-07 03:00:00,23.34,62.29,5.18,234.98
2024-01-07 04:00:00,26.78,50.45,5.09,414.45
2024-01-07 05:00:00,29.33,43.89,5.17,581.97
2024-01-07 06:00:00,30.75,41.69,4.82,672.55
2024-01-07 07:00:00,31.5,40.88,4.2,636.22
2024-01-07 08:00:00,31.75,41.0,3.58,588.95
2024-01-07 09:00:00,31.49,41.95,3.05,478.48
2024-01-07 10:00:00,30.75,44.36,2.7,299.73
2024-01-07 11:00:00,29.19,52.05,2.34,136.07
2024-01-07 12:00:00,25.9,70.26,2.41,17.02
2024-01-07 13:00:00,24.35,75.59,2.8,0.0
2024-01-07 14:00:00,23.63,78.48,2.95,0.0
2024-01-07 15:00:00,23.04,80.46,2.96,0.0
2024-01-07 16:00:00,22.48,81.81,2.9,0.0
2024-01-07 17:00:00,22.07,81.79,2.93,0.0
2024-01-07 18:00:00,22.09,79.41,2.98,0.0
2024-01-07 19:00:00,22.05,77.2,2.98,0.0
2024-01-07 20:00:00,22.01,75.39,3.1,0.0
2024-01-07 21:00:00,21.86,74.01,3.37,0.0
2024-01-07 22:00:00,21.66,72.53,3.88,0.0
2024-01-07 23:00:00,21.54,70.69,4.5,0.0
2024-01-08 00:00:00,21.23,69.6,4.92,0.0
2024-01-08 01:00:00,20.81,69.41,5.11,0.0
2024-01-08 02:00:00,22.01,64.3,5.73,80.1
2024-01-08 03:00:00,24.41,56.43,6.04,264.77
2024-01-08 04:00:00,27.82,45.07,7.24,315.88
2024-01-08 05:00:00,30.42,38.13,6.9,516.5
2024-01-08 06:00:00,32.09,35.23,5.79,704.95
2024-01-08 07:00:00,33.16,33.78,4.75,692.4
2024-01-08 08:00:00,33.7,33.22,3.86,639.35
2024-01-08 09:00:00,33.74,32.94,2.91,526.95
2024-01-08 10:00:00,33.26,33.46,1.86,329.62
2024-01-08 11:00:00,31.98,38.88,0.94,143.3
2024-01-08 12:00:00,28.12,60.51,1.76,17.0
2024-01-08 13:00:00,25.89,66.57,2.54,0.0
2024-01-08 14:00:00,24.91,70.03,2.84,0.0
2024-01-08 15:00:00,24.01,74.95,2.88,0.0
2024-01-08 16:00:00,23.28,79.06,2.74,0.0
2024-01-08 17:00:00,22.66,80.23,2.56,0.0
2024-01-08 18:00:00,22.34,79.26,2.35,0.0
2024-01-08 19:00:00,22.36,77.33,2.1,0.0
2024-01-08 20:00:00,22.46,75.85,1.9,0.0
2024-01-08 21:00:00,22.18,75.53,1.97,0.0
2024-01-08 22:00:00,21.79,75.33,2.27,0.0
2024-01-08 23:00:00,21.42,75.33,2.78,0.0
2024-01-09 00:00:00,21.19,76.06,3.6,0.0
2024-01-09 01:00:00,21.12,77.96,4.51,0.0
2024-01-09 02:00:00,21.92,76.71,5.55,52.47
2024-01-09 03:00:00,23.94,70.16,5.68,184.52
2024-01-09 04:00:00,26.97,57.65,6.33,365.27
2024-01-09 05:00:00,29.16,49.78,6.09,513.95
2024-01-09 06:00:00,30.59,44.73,5.33,629.65
2024-01-09 07:00:00,31.67,41.56,4.55,642.1
2024-01-09 08:00:00,32.32,39.76,3.93,586.2
2024-01-09 09:00:00,32.4,39.26,3.36,487.2
2024-01-09 10:00:00,31.95,40.21,2.71,285.12
2024-01-09 11:00:00,30.82,45.6,1.58,127.7
2024-01-09 12:00:00,28.58,58.66,0.13,14.77
2024-01-09 13:00:00,26.33,70.02,1.2,0.0
2024-01-09 14:00:00,25.03,75.7,1.85,0.0
2024-01-09 15:00:00,24.26,77.16,2.23,0.0
2024-01-09 16:00:00,23.62,78.29,2.42,0.0
2024-01-09 17:00:00,22.99,78.25,2.63,0.0
2024-01-09 18:00:00,22.43,76.77,2.93,0.0
2024-01-09 19:00:00,21.96,74.15,3.3,0.0
2024-01-09 20:00:00,21.55,71.99,3.69,0.0
2024-01-09 21:00:00,21.15,71.42,3.83,0.0
2024-01-09 22:00:00,20.83,71.74,3.93,0.0
2024-01-09 23:00:00,20.68,71.71,4.13,0.0
2024-01-10 00:00:00,20.5,71.9,4.3,0.0
2024-01-10 01:00:00,20.29,72.44,4.37,0.0
2024-01-10 02:00:00,21.49,66.9,5.23,65.68
2024-01-10 03:00:00,23.94,59.3,4.91,214.55
2024-01-10 04:00:00,27.61,49.31,4.64,385.98
2024-01-10 05:00:00,30.08,44.89,3.49,530.75
2024-01-10 06:00:00,31.34,43.01,2.49,551.9
2024-01-10 07:00:00,31.93,42.24,1.84,590.92
2024-01-10 08:00:00,32.16,42.07,1.45,513.83
2024-01-10 09:00:00,32.22,42.26,1.18,505.4
2024-01-10 10:00:00,31.85,42.98,0.92,332.67
2024-01-10 11:00:00,30.94,46.97,0.6,158.5
2024-01-10 12:00:00,29.12,57.86,0.21,21.38
2024-01-10 13:00:00,27.51,64.93,0.91,0.0
2024-01-10 14:00:00,26.34,70.76,1.53,0.0
2024-01-10 15:00:00,25.49,73.43,1.98,0.0
2024-01-10 16:00:00,24.89,73.91,2.32,0.0
2024-01-10 17:00:00,24.35,74.45,2.54,0.0
2024-01-10 18:00:00,23.91,74.65,2.73,0.0
2024-01-10 19:00:00,23.52,74.54,2.9,0.0
2024-01-10 20:00:00,23.16,74.24,3.09,0.0
2024-01-10 21:00:00,22.65,74.81,3.12,0.0
2024-01-10 22:00:00,22.26,75.19,3.13,0.0
2024-01-10 23:00:00,21.91,75.69,3.19,0.0
2024-01-11 00:00:00,21.48,76.46,3.37,0.0
2024-01-11 01:00:00,21.16,76.6,3.77,0.0
2024-01-11 02:00:00,22.57,69.06,5.1,76.2
2024-01-11 03:00:00,24.96,59.8,4.51,260.23
2024-01-11 04:00:00,29.01,44.27,3.83,313.42
2024-01-11 05:00:00,31.47,38.5,2.54,503.3
2024-01-11 06:00:00,32.76,36.26,1.82,698.03
2024-01-11 07:00:00,33.53,35.19,1.27,708.1
2024-01-11 08:00:00,33.9,34.99,0.81,657.33
2024-01-11 09:00:00,33.9,35.26,0.76,536.62
2024-01-11 10:00:00,33.49,36.0,1.3,371.0
2024-01-11 11:00:00,32.21,41.39,1.77,178.9
2024-01-11 12:00:00,28.58,60.6,2.28,17.33
2024-01-11 13:00:00,26.59,65.5,2.72,0.0
2024-01-11 14:00:00,25.58,69.11,2.78,0.0
2024-01-11 15:00:00,24.75,72.65,2.66,0.0
2024-01-11 16:00:00,24.16,74.13,2.58,0.0
2024-01-11 17:00:00,23.65,73.87,2.71,0.0
2024-01-11 18:00:00,23.1,72.86,3.01,0.0
2024-01-11 19:00:00,22.56,71.24,3.41,0.0
2024-01-11 20:00:00,22.14,69.12,4.02,0.0
2024-01-11 21:00:00,21.73,68.03,4.49,0.0
2024-01-11 22:00:00,21.28,68.29,4.77,0.0
2024-01-11 23:00:00,20.92,68.54,5.12,0.0
2024-01-12 00:00:00,20.63,68.65,5.5,0.0
2024-01-12 01:00:00,20.36,68.88,5.86,0.0
2024-01-12 02:00:00,21.59,63.55,6.63,73.95
2024-01-12 03:00:00,24.55,54.1,6.23,254.12
2024-01-12 04:00:00,29.14,40.02,5.7,448.95
2024-01-12 05:00:00,32.23,33.33,4.33,551.3
2024-01-12 06:00:00,33.79,31.12,2.61,694.45
2024-01-12 07:00:00,34.66,29.55,1.39,727.5
2024-01-12 08:00:00,34.97,28.54,0.84,664.38
2024-01-12 09:00:00,34.79,28.26,1.09,545.35
2024-01-12 10:00:00,34.17,28.95,1.47,376.05
2024-01-12 11:00:00,32.7,34.49,1.71,181.52
2024-01-12 12:00:00,28.62,55.86,2.28,20.27
2024-01-12 13:00:00,26.39,60.07,2.92,0.0
2024-01-12 14:00:00,25.25,62.81,3.15,0.0
2024-01-12 15:00:00,24.25,66.62,3.18,0.0
2024-01-12 16:00:00,23.39,69.57,3.12,0.0
2024-01-12 17:00:00,22.7,70.74,3.11,0.0
2024-01-12 18:00:00,22.12,70.91,3.15,0.0
2024-01-12 19:00:00,21.63,71.0,3.23,0.0
2024-01-12 20:00:00,21.23,71.34,3.32,0.0
2024-01-12 21:00:00,20.89,71.78,3.4,0.0
2024-01-12 22:00:00,20.59,72.11,3.5,0.0
2024-01-12 23:00:00,20.35,72.26,3.6,0.0
2024-01-13 00:00:00,20.14,72.23,3.71,0.0
2024-01-13 01:00:00,20.05,71.81,3.84,0.0
2024-01-13 02:00:00,22.71,60.95,4.78,77.32
2024-01-13 03:00:00,25.57,51.38,4.92,263.85
2024-01-13 04:00:00,29.95,39.58,2.98,462.62
2024-01-13 05:00:00,32.72,31.77,1.73,567.92
2024-01-13 06:00:00,33.78,29.46,2.01,707.62
2024-01-13 07:00:00,34.34,28.64,2.91,746.5
2024-01-13 08:00:00,34.47,28.75,3.63,696.42
2024-01-13 09:00:00,34.12,29.62,3.98,598.78
2024-01-13 10:00:00,33.24,31.7,4.47,412.6
2024-01-13 11:00:00,31.46,37.82,4.4,202.32
2024-01-13 12:00:00,27.46,55.8,3.28,28.7
2024-01-13 13:00:00,25.45,63.02,3.42,0.0
2024-01-13 14:00:00,24.38,67.44,3.3,0.0
2024-01-13 15:00:00,23.44,71.34,3.08,0.0
2024-01-13 16:00:00,22.67,73.49,2.98,0.0
2024-01-13 17:00:00,22.01,73.91,3.0,0.0
2024-01-13 18:00:00,21.42,72.86,3.08,0.0
2024-01-13 19:00:00,20.88,70.84,3.15,0.0
2024-01-13 20:00:00,20.35,69.23,3.2,0.0
2024-01-13 21:00:00,19.86,68.12,3.2,0.0
2024-01-13 22:00:00,19.41,67.56,3.24,0.0
2024-01-13 23:00:00,19.04,67.56,3.27,0.0
2024-01-14 00:00:00,18.73,67.61,3.29,0.0
2024-01-14 01:00:00,18.51,67.79,3.29,0.0
2024-01-14 02:00:00,21.37,57.71,3.3,91.0
2024-01-14 03:00:00,24.43,44.53,3.48,297.88
2024-01-14 04:00:00,28.71,34.41,2.27,450.15
2024-01-14 05:00:00,30.99,30.84,2.48,632.85
2024-01-14 06:00:00,32.12,28.75,2.38,753.33
2024-01-14 07:00:00,32.8,26.92,2.9,781.85
2024-01-14 08:00:00,32.99,26.04,3.74,749.95
2024-01-14 09:00:00,32.68,26.32,4.45,612.22
2024-01-14 10:00:00,31.73,28.35,5.02,437.73
2024-01-14 11:00:00,29.88,33.6,5.24,226.65
2024-01-14 12:00:00,25.95,48.7,4.24,35.2
2024-01-14 13:00:00,23.81,57.12,4.21,0.0
2024-01-14 14:00:00,22.78,60.32,3.97,0.0
2024-01-14 15:00:00,21.88,61.68,3.67,0.0
2024-01-14 16:00:00,21.0,62.02,3.43,0.0
2024-01-14 17:00:00,20.24,61.48,3.39,0.0
2024-01-14 18:00:00,19.55,60.75,3.4,0.0
2024-01-14 19:00:00,18.88,60.3,3.45,0.0
2024-01-14 20:00:00,18.26,60.07,3.51,0.0
2024-01-14 21:00:00,17.69,60.43,3.52,0.0
2024-01-14 22:00:00,17.16,61.33,3.47,0.0
2024-01-14 23:00:00,16.68,62.16,3.44,0.0
2024-01-15 00:00:00,16.27,62.91,3.41,0.0
2024-01-15 01:00:00,15.99,63.41,3.39,0.0
2024-01-15 02:00:00,19.1,53.03,3.3,99.07
2024-01-15 03:00:00,22.37,38.88,3.22,314.05
2024-01-15 04:00:00,26.91,25.12,2.59,450.88
2024-01-15 05:00:00,29.18,21.95,2.94,639.08
2024-01-15 06:00:00,30.46,20.77,3.0,782.47
2024-01-15 07:00:00,31.21,19.62,3.36,812.45
2024-01-15 08:00:00,31.48,19.09,3.85,772.95
2024-01-15 09:00:00,31.21,18.99,4.37,638.67
2024-01-15 10:00:00,30.24,20.03,4.68,456.92
2024-01-15 11:00:00,28.24,25.19,4.62,237.05
2024-01-15 12:00:00,23.57,44.05,3.77,38.17
2024-01-15 13:00:00,21.25,54.31,3.9,0.0
2024-01-15 14:00:00,20.21,60.04,3.71,0.0
2024-01-15 15:00:00,19.25,64.84,3.41,0.0
2024-01-15 16:00:00,18.46,68.51,3.2,0.0
2024-01-15 17:00:00,17.79,70.66,3.09,0.0
2024-01-15 18:00:00,17.15,71.98,3.04,0.0
2024-01-15 19:00:00,16.52,72.73,2.99,0.0
2024-01-15 20:00:00,15.95,72.72,2.97,0.0
2024-01-15 21:00:00,15.47,71.76,2.95,0.0
2024-01-15 22:00:00,15.07,69.95,2.95,0.0
2024-01-15 23:00:00,14.76,67.68,2.95,0.0
2024-01-16 00:00:00,14.55,64.9,2.94,0.0
2024-01-16 01:00:00,14.44,62.05,2.96,0.0
2024-01-16 02:00:00,17.62,51.25,2.83,99.03
2024-01-16 03:00:00,21.19,32.09,2.83,313.25
2024-01-16 04:00:00,25.09,24.4,1.96,444.58
2024-01-16 05:00:00,27.97,20.66,0.96,619.3
2024-01-16 06:00:00,29.45,20.61,0.63,781.5
2024-01-16 07:00:00,30.36,20.85,1.76,802.38
2024-01-16 08:00:00,30.62,21.64,2.61,763.2
2024-01-16 09:00:00,30.24,22.59,3.16,627.12
2024-01-16 10:00:00,29.3,23.96,3.45,447.62
2024-01-16 11:00:00,27.48,28.94,3.23,231.15
2024-01-16 12:00:00,23.04,51.66,2.81,37.35
2024-01-16 13:00:00,20.91,60.22,3.03,0.0
2024-01-16 14:00:00,20.12,65.24,2.87,0.0
2024-01-16 15:00:00,19.53,68.83,2.68,0.0
2024-01-16 16:00:00,18.99,71.42,2.58,0.0
2024-01-16 17:00:00,18.49,72.94,2.46,0.0
2024-01-16 18:00:00,18.02,73.61,2.31,0.0
2024-01-16 19:00:00,17.5,74.35,2.29,0.0
2024-01-16 20:00:00,16.96,75.24,2.36,0.0
2024-01-16 21:00:00,16.51,75.6,2.4,0.0
2024-01-16 22:00:00,16.17,75.33,2.39,0.0
2024-01-16 23:00:00,15.94,74.45,2.34,0.0
2024-01-17 00:00:00,15.75,73.55,2.33,0.0
2024-01-17 01:00:00,15.56,72.82,2.42,0.0
2024-01-17 02:00:00,18.14,64.09,2.52,83.38
2024-01-17 03:00:00,21.64,45.69,2.14,274.6
2024-01-17 04:00:00,24.58,38.15,1.22,469.62
2024-01-17 05:00:00,26.21,35.73,0.39,630.2
2024-01-17 06:00:00,27.65,33.91,0.7,732.78
2024-01-17 07:00:00,28.78,32.92,1.82,709.55
2024-01-17 08:00:00,29.29,32.87,2.65,655.95
2024-01-17 09:00:00,29.2,33.84,3.14,542.15
2024-01-17 10:00:00,28.53,35.95,3.46,370.88
2024-01-17 11:00:00,27.04,41.06,3.58,179.95
2024-01-17 12:00:00,23.55,60.3,2.84,28.83
2024-01-17 13:00:00,21.75,69.59,2.91,0.0
2024-01-17 14:00:00,21.03,74.07,2.7,0.0
2024-01-17 15:00:00,20.51,76.79,2.42,0.0
2024-01-17 16:00:00,20.19,77.55,2.15,0.0
2024-01-17 17:00:00,20.02,76.73,1.85,0.0
2024-01-17 18:00:00,19.75,76.05,1.64,0.0
2024-01-17 19:00:00,19.18,77.4,1.7,0.0
2024-01-17 20:00:00,18.52,79.43,1.86,0.0
2024-01-17 21:00:00,17.95,80.75,1.96,0.0
2024-01-17 22:00:00,17.44,81.72,2.05,0.0
2024-01-17 23:00:00,16.98,82.61,2.15,0.0
2024-01-18 00:00:00,16.61,83.04,2.23,0.0
2024-01-18 01:00:00,16.33,83.24,2.28,0.0
2024-01-18 02:00:00,18.65,73.35,2.39,68.45
2024-01-18 03:00:00,21.86,53.5,1.64,237.02
2024-01-18 04:00:00,24.92,41.21,1.42,429.67
2024-01-18 05:00:00,26.85,36.38,0.95,614.7
2024-01-18 06:00:00,28.09,33.58,0.7,737.72
2024-01-18 07:00:00,29.03,31.2,1.54,729.33
2024-01-18 08:00:00,29.41,30.18,2.26,681.22
2024-01-18 09:00:00,29.24,30.26,2.8,573.33
2024-01-18 10:00:00,28.56,31.39,3.14,401.08
2024-01-18 11:00:00,27.03,36.56,3.1,196.52
2024-01-18 12:00:00,23.26,56.6,2.84,30.4
2024-01-18 13:00:00,21.41,63.71,3.06,0.0
2024-01-18 14:00:00,20.59,68.12,2.96,0.0
2024-01-18 15:00:00,19.91,71.77,2.77,0.0
2024-01-18 16:00:00,19.3,74.41,2.6,0.0
2024-01-18 17:00:00,18.71,76.08,2.52,0.0
2024-01-18 18:00:00,18.15,76.94,2.46,0.0
2024-01-18 19:00:00,17.64,76.96,2.48,0.0
2024-01-18 20:00:00,17.14,76.54,2.54,0.0
2024-01-18 21:00:00,16.68,75.34,2.56,0.0
2024-01-18 22:00:00,16.22,73.94,2.62,0.0
2024-01-18 23:00:00,15.79,72.64,2.73,0.0
2024-01-19 00:00:00,15.44,71.5,2.82,0.0
2024-01-19 01:00:00,15.24,70.36,2.87,0.0
2024-01-19 02:00:00,18.2,60.03,2.94,75.62
2024-01-19 03:00:00,21.76,41.67,2.87,264.62
2024-01-19 04:00:00,25.72,30.33,1.27,338.65
2024-01-19 05:00:00,28.13,28.33,1.3,625.5
2024-01-19 06:00:00,29.46,27.9,1.93,721.7
2024-01-19 07:00:00,30.22,28.5,2.51,741.1
2024-01-19 08:00:00,30.46,29.06,2.94,686.62
2024-01-19 09:00:00,30.15,30.05,3.36,564.58
2024-01-19 10:00:00,29.29,31.81,3.69,391.67
2024-01-19 11:00:00,27.64,35.75,3.72,191.98
2024-01-19 12:00:00,23.76,53.99,2.89,31.1
2024-01-19 13:00:00,21.73,61.78,2.91,0.0
2024-01-19 14:00:00,20.96,64.94,2.73,0.0
2024-01-19 15:00:00,20.46,67.47,2.48,0.0
2024-01-19 16:00:00,20.16,68.41,2.17,0.0
2024-01-19 17:00:00,20.01,67.75,1.84,0.0
2024-01-19 18:00:00,19.97,66.19,1.48,0.0
2024-01-19 19:00:00,19.8,65.64,1.23,0.0
2024-01-19 20:00:00,19.48,65.89,1.02,0.0
2024-01-19 21:00:00,19.19,66.5,0.85,0.0
2024-01-19 22:00:00,18.87,67.4,0.81,0.0
2024-01-19 23:00:00,18.54,68.45,0.81,0.0
2024-01-20 00:00:00,18.26,69.48,0.91,0.0
2024-01-20 01:00:00,17.85,71.35,1.18,0.0
2024-01-20 02:00:00,19.22,70.98,1.42,79.0
2024-01-20 03:00:00,21.91,57.2,0.93,272.38
2024-01-20 04:00:00,25.59,43.52,1.5,370.23
2024-01-20 05:00:00,27.38,38.37,2.21,580.8
2024-01-20 06:00:00,28.59,35.89,2.71,732.78
2024-01-20 07:00:00,29.4,34.59,3.07,744.33
2024-01-20 08:00:00,29.74,34.35,3.28,693.83
2024-01-20 09:00:00,29.62,34.45,3.47,575.05
2024-01-20 10:00:00,29.01,35.12,3.57,402.9
2024-01-20 11:00:00,27.68,38.12,3.52,200.85
2024-01-20 12:00:00,23.97,55.63,2.89,33.47
2024-01-20 13:00:00,21.95,62.6,3.23,0.0
2024-01-20 14:00:00,21.09,65.85,3.37,0.0
2024-01-20 15:00:00,20.3,69.1,3.37,0.0
2024-01-20 16:00:00,19.53,71.3,3.27,0.0
2024-01-20 17:00:00,18.81,71.86,3.2,0.0
2024-01-20 18:00:00,18.15,71.21,3.2,0.0
2024-01-20 19:00:00,17.62,69.09,3.33,0.0
2024-01-20 20:00:00,17.14,66.37,3.49,0.0
2024-01-20 21:00:00,16.56,65.1,3.48,0.0
2024-01-20 22:00:00,16.05,64.77,3.5,0.0
2024-01-20 23:00:00,15.64,64.6,3.6,0.0
2024-01-21 00:00:00,15.28,64.58,3.68,0.0
